entry_time,exit_time,entry_price,exit_price,side,size,pnl,fees,exit_reason,vol_adjustment
2020-09-02 04:00:00,2020-09-02 16:00:00,11882.204681232843,12072.498189202784,short,1.1221262123511908,-240.4135333333321,26.88020000000013,StopLoss,1.0
2020-09-02 16:00:00,2020-09-02 20:00:00,11761.674464769318,12161.159737965207,long,1.1063715455255718,415.5115960702096,26.467543050231406,TakeProfit,1.0
2020-09-03 04:00:00,2020-09-03 08:00:00,12439.311736120715,12015.939761181844,short,1.090638911925325,435.07410120312807,26.67184888387824,TakeProfit,1.0
2020-09-03 08:00:00,2020-09-03 12:00:00,12203.38510962279,11788.042897416777,short,1.1592599997054465,453.677309975228,27.812302824373933,TakeProfit,1.0
2020-09-04 00:00:00,2020-09-04 04:00:00,11486.523184729656,11302.911111621752,long,1.284270188751703,-265.07530287269975,29.267791085319754,StopLoss,1.0
2020-09-04 08:00:00,2020-09-04 12:00:00,11399.65492498342,11786.844204510482,long,1.2630527552053077,459.7547146835402,29.285771609072743,TakeProfit,1.0
2020-09-05 00:00:00,2020-09-05 08:00:00,11835.584654105158,11417.652272433172,short,1.2237380491100573,482.9838866152203,28.45587079197596,TakeProfit,1.0364353171167577
2020-09-05 16:00:00,2020-09-06 00:00:00,11451.855149062703,11262.610263374041,long,1.319486059039467,-279.67740886095174,29.97142045024444,StopLoss,1.0360533976058095
2020-09-06 12:00:00,2020-09-06 16:00:00,10858.195820449027,10678.440525622367,long,1.3558993725162602,-272.93160316969306,29.201511707749088,StopLoss,1.0380249043644512
2020-09-06 16:00:00,2020-09-06 20:00:00,10966.174434766492,10784.497560200647,long,1.3095505844645574,-266.398662494902,28.483605223506096,StopLoss,1.0388404375004792
2020-09-07 04:00:00,2020-09-08 16:00:00,10016.936552269817,10369.879423883689,long,1.40292995588946,466.5528524665969,28.601274838151575,TakeProfit,1.036310935987739
2020-09-09 08:00:00,2020-09-09 20:00:00,10248.218383780795,10609.230262574596,long,1.4301506832504862,486.4720906860489,29.829294432447092,TakeProfit,1.0360873470585654
2020-09-10 08:00:00,2020-09-10 12:00:00,10546.317952500476,10173.45095353714,short,1.4468605258057348,509.50792644173623,29.978615733962897,TakeProfit,1.0376818264354968
2020-09-10 16:00:00,2020-09-11 12:00:00,10448.715135071323,10816.169815645113,long,1.5278784911620293,528.935942592273,32.49016033323477,TakeProfit,1.0343901413336372
2020-09-11 12:00:00,2020-09-11 16:00:00,10649.949355395776,10826.196132786024,short,1.5612482482081844,-308.69456697455064,33.52959452168794,StopLoss,1.0355692227112194
2020-09-13 04:00:00,2020-09-13 08:00:00,11427.332609788295,11616.703870474135,short,1.4181865893145775,-301.24452580623836,32.68074349998408,StopLoss,1.0370816940071772
2020-09-13 20:00:00,2020-09-14 00:00:00,11656.39500007806,11849.317022690708,short,1.3589271186441674,-294.1095178227903,31.94254951078073,StopLoss,1.0356806603773465
2020-09-14 08:00:00,2020-09-15 00:00:00,12559.249164849633,12116.38998240054,short,1.231886118071804,515.1545017996184,30.39757732004665,TakeProfit,1.035010617443437
2020-09-15 08:00:00,2020-09-15 20:00:00,11810.711864784767,11615.7465592282,long,1.3663380720282357,-298.3969817440709,32.0084620375155,StopLoss,1.0348680854146326
2020-09-16 12:00:00,2020-09-16 20:00:00,12343.101364205459,11906.880578887494,short,1.2732837552542562,524.5557315762691,30.8771080733493,TakeProfit,1.037284501077724
2020-09-17 04:00:00,2020-09-17 08:00:00,12442.96686628997,12236.441303762636,long,1.3126872370077731,-303.4998141672143,32.39634412173342,StopLoss,1.0408925492944212
2020-09-18 12:00:00,2020-09-18 16:00:00,12000.402270203987,11801.434465008788,long,1.3302095235408677,-296.3302992516236,31.66142990294491,StopLoss,1.039712687783067
2020-09-19 08:00:00,2020-09-21 12:00:00,11228.80617934,11044.813141540144,long,1.405297487252869,-289.8660149558186,31.301061263659818,StopLoss,1.0267471360549665
2020-09-22 00:00:00,2020-09-22 04:00:00,11952.950540146738,11532.125698490652,short,1.2803156608963997,508.72032436086045,30.068310905673364,TakeProfit,1.0334458432247078
2020-09-22 04:00:00,2020-09-22 12:00:00,11562.82693252881,11155.539380001452,short,1.379624408762544,530.5610361599238,31.34281269197546,TakeProfit,1.0339338788095895
2020-09-22 12:00:00,2020-09-22 16:00:00,11341.948507214636,11154.937776917512,long,1.467298039876749,-307.4101151489275,33.00963714803722,StopLoss,1.0335944557467218
2020-09-22 20:00:00,2020-09-23 08:00:00,11143.230658689148,11534.5701892613,long,1.458708301960617,537.7699257638533,33.08029636711484,TakeProfit,1.0330054931820467
2020-09-23 08:00:00,2020-09-23 12:00:00,11363.384588679626,11550.795242866572,short,1.4932710751356961,-314.07199102253065,34.21708195290567,StopLoss,1.031801730241965
2020-09-23 12:00:00,2020-09-23 20:00:00,11668.80089297014,11258.394812349874,short,1.4185397731419256,549.6542095045324,32.52313899460518,TakeProfit,1.0324312844444508
2020-09-23 20:00:00,2020-09-24 20:00:00,11509.06721840441,11699.774861646474,short,1.4933302345348185,-319.44795519693724,34.65846558668395,StopLoss,1.0369769218766933
