entry_time,exit_time,entry_price,exit_price,side,size,pnl,fees,exit_reason,vol_adjustment
2022-03-01 16:00:00,2022-03-01 20:00:00,34325.00003665495,33433.408160702835,long,0.23306627797398194,-223.5921999999997,15.792199999999927,StopLoss,1.0
2022-03-02 08:00:00,2022-03-02 20:00:00,34401.20964517114,33507.63822463782,long,0.22735032635975444,-218.5928528099158,15.439098725915983,StopLoss,1.0
2022-03-03 08:00:00,2022-03-03 20:00:00,31995.037202793268,33081.74864138614,long,0.23898243684756568,244.15273888179925,15.552208863249161,TakeProfit,1.0
2022-03-04 08:00:00,2022-03-04 16:00:00,32103.745472319995,32939.24544823712,short,0.24425729875096922,-219.96419248895523,15.887225264939097,StopLoss,1.0
2022-03-04 16:00:00,2022-03-04 20:00:00,32322.409865659363,33420.24051674648,long,0.2371606209662781,244.7706311389742,15.591567788660292,TakeProfit,1.0
2022-03-05 04:00:00,2022-03-05 08:00:00,33920.07284712565,34834.72600333444,short,0.22337303059631505,-219.66681523410975,15.35796778726731,StopLoss,1.0375605431001844
2022-03-05 12:00:00,2022-03-06 16:00:00,35567.632923870144,36526.554933433625,short,0.20829953612816746,-214.76019566337658,15.017185888213339,StopLoss,1.0373835634992272
2022-03-06 16:00:00,2022-03-06 20:00:00,35923.57697726197,37186.87050428238,long,0.20221619055006465,240.67428840149415,14.784116179128466,TakeProfit,1.0343526301820916
2022-03-07 00:00:00,2022-03-07 04:00:00,37129.69387137021,35807.96703125695,short,0.1986922954036015,248.12478849254023,14.492151266112513,TakeProfit,1.044600228787631
2022-03-07 04:00:00,2022-03-07 08:00:00,36815.83495957492,35506.57279533501,short,0.20574496098900646,254.4941219437575,14.87997096216496,TakeProfit,1.043598508561106
2022-03-07 08:00:00,2022-03-07 12:00:00,34180.15520677186,35106.404382216635,short,0.22746616512403772,-226.45069589207066,15.760348004345335,StopLoss,1.0429184267940936
2022-03-07 16:00:00,2022-03-08 12:00:00,35210.06505265192,34256.87894463897,long,0.21567622604245995,-220.56195080837134,14.982368316038615,StopLoss,1.0439003012622736
2022-03-09 00:00:00,2022-03-09 16:00:00,33471.93099145838,32567.692902049195,long,0.22230857147419428,-215.70105237756917,14.681174448458739,StopLoss,1.0416343131639088
2022-03-09 16:00:00,2022-03-10 08:00:00,33486.57013348737,32297.65394415069,short,0.2172010698344772,243.94546441956197,14.288403847893962,TakeProfit,1.041937173213259
2022-03-10 16:00:00,2022-03-10 20:00:00,32525.3076405353,31647.97789025642,long,0.2298083370776342,-216.36524701296432,14.74755603263945,StopLoss,1.0399902772045309
2022-03-11 12:00:00,2022-03-12 00:00:00,32851.75292151087,31690.505069518316,short,0.22299664480516512,244.56166780139634,14.392706980148867,TakeProfit,1.0374803622163986
2022-03-12 04:00:00,2022-03-12 12:00:00,31424.20755523668,32538.153439043657,long,0.23799211984313146,249.88780439455257,15.222537883200403,TakeProfit,1.0424325677265298
2022-03-12 12:00:00,2022-03-13 08:00:00,32424.090473729233,33573.7444077774,long,0.23651477475509208,256.3006782063839,15.6094630513233,TakeProfit,1.042665031303903
2022-03-14 04:00:00,2022-03-14 08:00:00,31407.46769511012,30557.87936624194,long,0.2503359882979583,-228.19469035045617,15.512156396829555,StopLoss,1.0430638585505752
2022-03-14 08:00:00,2022-03-14 12:00:00,30574.18042810795,29747.215997340758,long,0.25146061806980446,-223.11744251043905,15.168455627977027,StopLoss,1.0429551034427458
2022-03-14 12:00:00,2022-03-14 16:00:00,30305.708229862903,29485.500367856348,long,0.24788247143965667,-218.1363444859884,14.821192557566697,StopLoss,1.0436223309827486
2022-03-14 16:00:00,2022-03-14 20:00:00,30016.08585202506,29203.92748196326,long,0.24476944639844767,-213.28680450736124,14.495249879469009,StopLoss,1.0433408450107742
2022-03-15 00:00:00,2022-03-15 04:00:00,29249.11854589461,30282.783924091655,long,0.24654503234504058,240.16776928151458,14.677294820024565,TakeProfit,1.0393265341837115
2022-03-15 04:00:00,2022-03-15 08:00:00,30253.64610853442,31325.354565324255,long,0.2439051770609143,246.37580384841218,15.019437062591662,TakeProfit,1.0417305585573842
2022-03-15 12:00:00,2022-03-15 16:00:00,31465.389060513684,32317.57399444686,short,0.24039686637344634,-220.19581213462342,15.333224446425815,StopLoss,1.0422876305779871
2022-03-15 20:00:00,2022-03-17 00:00:00,32656.517640564696,33542.14869961657,short,0.2261381521196904,-215.24501523275157,14.97004407895654,StopLoss,1.043739480579334
2022-03-17 00:00:00,2022-03-17 04:00:00,32603.124862327048,33487.197614588214,short,0.22147693273690866,-210.43920339286055,14.637481905780364,StopLoss,1.043604270427894
2022-03-17 12:00:00,2022-03-18 00:00:00,34705.75318418696,33471.95544772181,short,0.2034799636472179,237.18032088997606,13.87279767397141,TakeProfit,1.0432492245557603
2022-03-18 08:00:00,2022-03-18 16:00:00,33393.75690497063,32491.626798331097,long,0.21725622969774822,-210.30739572090098,14.314010055568795,StopLoss,1.0416389604379153
2022-03-18 20:00:00,2022-03-20 12:00:00,32090.385579886537,33223.68959208634,long,0.22168548222104495,236.75786419723772,14.479182250320386,TakeProfit,1.0386385985870783
