entry_time,exit_time,entry_price,exit_price,side,size,pnl,fees,exit_reason,vol_adjustment
2023-07-01 16:00:00,2023-07-01 20:00:00,26304.88961821565,27198.33519409834,long,0.38015745913167215,319.3103499999977,20.33964999999992,TakeProfit,1.0
2023-07-01 20:00:00,2023-07-02 04:00:00,26389.551938459907,25835.899138791017,long,0.39103772485658256,-236.92125271185668,20.422121568856962,StopLoss,1.0
2023-07-02 20:00:00,2023-07-03 20:00:00,25992.64985377259,26539.015353698887,short,0.38789385283950745,-232.3085288383966,20.376710013401215,StopLoss,1.0
2023-07-04 08:00:00,2023-07-04 12:00:00,25244.59985687401,25775.2413458655,short,0.39018564858605104,-226.95590337926006,19.907209830448245,StopLoss,1.0
2023-07-04 16:00:00,2023-07-05 04:00:00,27123.48301417497,26529.268682849237,long,0.33904625930848264,-219.656911027964,18.190764764482903,StopLoss,1.0464336503569862
2023-07-05 12:00:00,2023-07-07 04:00:00,27283.947829315846,26688.840943486317,long,0.330880056356051,-214.7675193119867,17.85851939083802,StopLoss,1.0416222257961165
2023-07-07 08:00:00,2023-07-07 12:00:00,26394.547446963395,27332.894580054195,long,0.3330247984395844,294.6002943122034,17.892570551721988,TakeProfit,1.0453537690108776
2023-07-07 20:00:00,2023-07-08 00:00:00,28027.226752143884,28641.599907414326,short,0.32379465321981954,-217.27980583496458,18.349063076605717,StopLoss,1.044984174727781
2023-07-08 00:00:00,2023-07-08 16:00:00,28737.81504021397,29362.463330497278,short,0.3112979928787864,-212.53825906286067,18.08650004250118,StopLoss,1.0357696979571402
2023-07-08 20:00:00,2023-07-09 04:00:00,29197.83176025084,30225.107759285496,long,0.29963355942347064,290.00125722141166,17.805106879644292,TakeProfit,1.0348433412459856
2023-07-09 04:00:00,2023-07-09 08:00:00,29825.005395154058,30472.616645002243,short,0.3027852202623368,-214.34434370037386,18.257228770723863,StopLoss,1.0346504002274761
2023-07-09 08:00:00,2023-07-09 12:00:00,30530.18166911239,31193.00683634251,short,0.2890507983053381,-209.43128063618784,17.841136911452605,StopLoss,1.0344899501168545
2023-07-09 16:00:00,2023-07-09 20:00:00,31683.127676572614,30562.50131795769,short,0.2711962167257426,287.0288497284822,16.880779091030806,TakeProfit,1.038099466617216
2023-07-09 20:00:00,2023-07-10 00:00:00,31306.167816828074,30193.659352265415,short,0.2820020130872568,296.3865515170803,17.343075066202736,TakeProfit,1.0428542544302826
2023-07-10 08:00:00,2023-07-10 12:00:00,28028.960529712516,29025.62665746582,long,0.32426886487175605,304.6867676797789,18.501026222912955,TakeProfit,1.0455724464036562
2023-07-10 12:00:00,2023-07-11 08:00:00,28642.29532522575,29656.74145853004,long,0.3287641551154846,314.3468923536969,19.16663357225803,TakeProfit,1.0415491688925185
2023-07-11 12:00:00,2023-07-11 20:00:00,29842.123429830135,30493.89361236291,short,0.3258344487650759,-232.0287310007028,19.659552853623193,StopLoss,1.0409895157285312
2023-07-11 20:00:00,2023-07-12 20:00:00,30269.259481494846,30931.441365081842,short,0.3133350459566862,-226.66111533776004,19.17632441234351,StopLoss,1.0427763241923316
2023-07-12 20:00:00,2023-07-13 08:00:00,30716.62966397908,31805.047676603193,long,0.3019146417201723,309.73312450916455,18.87620981402611,TakeProfit,1.042018057542836
2023-07-13 08:00:00,2023-07-13 12:00:00,31043.300836532213,31722.351763152314,short,0.3081190171132414,-228.5677952675072,19.339291187485966,StopLoss,1.0426730535630293
2023-07-13 20:00:00,2023-07-14 00:00:00,33024.80509581088,31858.708551617896,short,0.28471113852434443,313.5276156844686,18.473059042019287,TakeProfit,1.0363841208687454
2023-07-14 00:00:00,2023-07-14 20:00:00,32183.29176408017,32880.088770817376,short,0.30297955610381766,-230.82812194878403,19.712874153077028,StopLoss,1.0315131374301436
2023-07-15 08:00:00,2023-07-15 12:00:00,35175.510307569835,33930.7379366759,short,0.26899578209754405,316.24922814774095,18.589289294287912,TakeProfit,1.0386034413545158
2023-07-15 16:00:00,2023-07-16 08:00:00,33733.618247795894,34468.36480070844,short,0.2896872352095554,-232.6039413981174,19.75724390513019,StopLoss,1.0380040126417185
2023-07-16 16:00:00,2023-07-16 20:00:00,34974.63725627491,35736.86203178447,short,0.2728329051389934,-227.2524236486853,19.292423777495102,StopLoss,1.0386435309036735
2023-07-16 20:00:00,2023-07-17 16:00:00,35925.4511507143,34652.81870050725,short,0.25926961654093117,311.6561264022806,18.298800960448578,TakeProfit,1.039653432184876
2023-07-18 12:00:00,2023-07-19 12:00:00,36925.86997405455,37727.13557755131,short,0.2618044324207066,-229.31937428864188,19.544487746938035,StopLoss,1.0339311679073002
2023-07-20 00:00:00,2023-07-20 16:00:00,37677.341351459014,38493.54076975161,short,0.25113810131941794,-224.10818291976278,19.129410711746033,StopLoss,1.032111482274771
2023-07-21 00:00:00,2023-07-21 04:00:00,38607.559544002404,39443.886182500515,short,0.2394701536619303,-218.96626033436968,18.690991701661467,StopLoss,1.0320804606789962
2023-07-21 04:00:00,2023-07-21 12:00:00,39412.73917918255,38024.49641531295,short,0.22878828933170625,299.8969544606053,17.716732662240936,TakeProfit,1.0339146344760124
