entry_time,exit_time,entry_price,exit_price,side,size,pnl,fees,exit_reason,vol_adjustment
2023-06-01 16:00:00,2023-06-02 00:00:00,26987.57474036722,26069.05263407882,short,0.4940545218162859,427.58713333333696,26.212866666666805,TakeProfit,1.0
2023-06-02 04:00:00,2023-06-02 08:00:00,25745.375106488144,26619.81677198001,long,0.5400367815036154,443.9515329600222,28.279129684867208,TakeProfit,1.0
2023-06-02 16:00:00,2023-06-02 20:00:00,27600.366009674497,28042.385871319428,short,0.5251881400163426,-261.3665023533523,29.222913365770047,StopLoss,1.0
2023-06-02 20:00:00,2023-06-03 04:00:00,28418.521316659677,28873.643935545973,short,0.4978055001860178,-255.08289792077744,28.520354980114227,StopLoss,1.0
2023-06-03 16:00:00,2023-06-04 08:00:00,28174.001282028275,27215.099148394438,short,0.49005413004054993,442.77029346679785,27.14365742515945,TakeProfit,1.0
2023-06-04 08:00:00,2023-06-04 12:00:00,27383.97128789612,26946.238506859103,long,0.5257508462871616,-258.70253385639705,28.5641537785516,StopLoss,1.0
2023-06-04 20:00:00,2023-06-05 04:00:00,27313.143621130534,28280.231064189138,long,0.4941021828792362,450.3712088647158,27.468807785639722,TakeProfit,1.041252724820863
2023-06-05 08:00:00,2023-06-05 12:00:00,28228.24590810132,28698.055716939987,short,0.4982326567134526,-262.43713170324486,28.36254249551567,StopLoss,1.0418416219088265
2023-06-06 08:00:00,2023-06-06 16:00:00,28321.219015075112,29322.413189416733,long,0.48575960149714115,458.33873534094334,28.000947808501735,TakeProfit,1.03965050651592
2023-06-06 16:00:00,2023-06-06 20:00:00,28899.211806021627,29378.646325733807,short,0.4970360844749683,-267.26245485727446,28.96619841739541,StopLoss,1.0382871932161057
2023-06-06 20:00:00,2023-06-07 00:00:00,29818.97701355267,30313.657214350547,short,0.4702085263936139,-260.8777255817352,28.27487732846856,StopLoss,1.0382579003214396
2023-06-07 04:00:00,2023-06-07 08:00:00,30301.40883593986,30803.343113875366,short,0.4523835231296635,-254.70957999902976,27.64278296702159,StopLoss,1.0366112236852814
2023-06-07 08:00:00,2023-06-07 12:00:00,30594.078802700737,31099.587588979768,short,0.4385201171429556,-248.72968598893235,27.053913813058156,StopLoss,1.033838977510985
2023-06-07 20:00:00,2023-06-08 04:00:00,32612.49474314081,31458.113231262407,short,0.39959780362711733,435.68584247073574,25.602474223625595,TakeProfit,1.0388728156954725
2023-06-08 04:00:00,2023-06-08 08:00:00,32618.76162582737,31466.6261340865,short,0.41753176622642624,454.29548165801606,26.757685140702232,TakeProfit,1.0367133371724178
2023-06-08 16:00:00,2023-06-08 20:00:00,31044.664785980083,32138.67338992473,long,0.45763471730817135,471.74142909419885,28.91488910471679,TakeProfit,1.0364600772491734
2023-06-09 04:00:00,2023-06-09 12:00:00,32123.778663678495,32655.77930581283,short,0.4611971291505692,-275.23331502178695,29.876146163172276,StopLoss,1.0363610317307017
2023-06-09 16:00:00,2023-06-10 12:00:00,32586.19086083364,32046.88878561457,long,0.4432108736554861,-267.67062761920823,28.64608369714693,StopLoss,1.0377056335139259
2023-06-11 00:00:00,2023-06-11 08:00:00,30145.402804451773,29646.134252053096,long,0.4673270352386674,-261.2638941253541,27.94220174497934,StopLoss,1.0385060377370117
2023-06-11 16:00:00,2023-06-12 04:00:00,29715.6353415349,29225.610620857733,long,0.46493515960264764,-255.23357931598557,27.40385759870393,StopLoss,1.0337315690207989
2023-06-12 16:00:00,2023-06-13 00:00:00,28230.218802960706,29225.410213798936,long,0.4763107519719836,446.65363539042033,27.366733861996106,TakeProfit,1.0368282329627625
2023-06-13 00:00:00,2023-06-13 04:00:00,28895.338907971112,29915.57318727805,long,0.4844870544647687,465.7971752739901,28.49312557141371,TakeProfit,1.03840751553899
2023-06-13 08:00:00,2023-06-14 00:00:00,28978.70917647002,27953.543261336785,short,0.5037887989769404,487.78527405837383,28.681831078694678,TakeProfit,1.038290881925934
2023-06-15 08:00:00,2023-06-15 16:00:00,26171.079905164253,27094.003642305906,long,0.5823925305887498,506.4827040151211,31.021186799232332,TakeProfit,1.0371806975501083
2023-06-15 20:00:00,2023-06-16 08:00:00,26856.700655825025,25907.860071797855,short,0.591896518292582,530.3842783164645,31.231159783917494,TakeProfit,1.0369559692938677
2023-06-16 12:00:00,2023-06-16 16:00:00,25790.74787697355,25364.3821825839,long,0.6430947133982363,-307.0911177408522,32.8975937045006,StopLoss,1.0364851880160972
2023-06-17 12:00:00,2023-06-18 08:00:00,25006.079470540823,24127.853966214065,short,0.6509322792728547,539.6824659653412,31.982863281627587,TakeProfit,1.0309827206000295
2023-06-18 16:00:00,2023-06-18 20:00:00,22863.816279027214,22486.44693561509,long,0.7397763518117073,-312.7179684296287,33.54905227462876,StopLoss,1.0347073681545373
2023-06-18 20:00:00,2023-06-19 00:00:00,22571.070168209964,23365.2643709127,long,0.7313594098475867,547.2454328739537,33.59597051909407,TakeProfit,1.034931440535758
2023-06-19 00:00:00,2023-06-19 16:00:00,23094.221262920808,22713.250739017516,long,0.7459020402573409,-318.3345778826503,34.16788682527682,StopLoss,1.034124606610903
